TITLE,CATEGORY,PUBLISHER,HOSTNAME
Study Shows Teens Are Drinking Less and Texting More,m,Fox 2 KFXV,www.foxrio2.com
The Whitewashing of James Brown,e,Huffington Post,www.huffingtonpost.com
BoE Governor Mark Carney on Inflation Report,b,ITN,www.itn.co.uk
Rakoff Orders BofA To Pay $1.3B In Mortgage Fraud Case,b,Law360 \(subscription\),www.law360.com
"Emily Blunt discovers new bravery as movie soldier, singer",e,CTV News,www.ctvnews.ca
"Candy, music ... and campaigning at Omaha's Cinco de Mayo parade",e,Omaha World-Herald,www.omaha.com
The periodic table is prone to have a new super-heavy element (117),t,Techsonia,www.techsonia.com
Valeant to bid for Allergan in $40bn deal,b,Free Press Journal,freepressjournal.in
Antidepressants Linked to Suicidal Behavior?,m,Christian Broadcasting Network,www.cbn.com
"4/20 Denver: Concerts, the Cannabis Cup, festivals, burlesque and more",e,The Denver Post,www.denverpost.com
Rob Kardashian Plans To Fly His Trainer To Paris For Kim Kardashian's Wedding,e,SheKnows.com,realitytvmagazine.sheknows.com
"Netflix's 'House of Cards' streaming in 4K Ultra HDTV, more shows to come",t,Tech Times,www.techtimes.com
In brief | Nation & world | 7-18-14,t,West Hawaii Today,westhawaiitoday.com
New SEC regulations of municipal advisors and underwriters take effect in July,b,Lexology \(registration\),www.lexology.com
Tesla Motors Inc (TSLA) Option Traders Eye a Short-Term Pop,t,Schaeffers Research,www.schaeffersresearch.com
"Watch Dogs 1.01 patch on PS4, PC",t,Product Reviews,www.product-reviews.net
"Sanofi, Medtronic join to develop diabetes drugs and devices",m,CTV News,www.ctvnews.ca
WhatsApp boss says privacy concerns unfounded,t,Times LIVE,www.timeslive.co.za
Blue Ivy hair joke backfires on BET network,e,Times LIVE,www.timeslive.co.za
"A video featuring what appears to be a drunk Charlie Sheen, 48, meeting two  ...",e,Wonderwall,wonderwall.msn.com
"Boxer Floyd Mayweather, Rapper Soulja Boy And Others Defend Justin Bieber  ...",e,Fashion \& Style,www.fashionnstyle.com
Kristen and Dax expecting new baby,e,Hampshire Chronicle,www.hampshirechronicle.co.uk
'Scandal' season three report card,e,Red and Black,www.redandblack.com
Fiat recalls nearly 30000 500L hatchbacks,b,Auto123,www.auto123.com
Former Microsoft (MSFT) CEO Ballmer Unsure When He'll Step Down as Director,t,StreetInsider.com \(subscription\) \(blog\),www.streetinsider.com
"What A Long, Strange Trip: Salmon Are Trucking To The Pacific Ocean",b,WYPR,news.wypr.org
FDA panel backs MannKind Corp.'s diabetes drug Afrezza,m,Los Angeles Times,www.latimes.com
First United Methodist Church,e,Lodi News-Sentinel,www.lodinews.com
Experimental Malaria Vaccine Weakens Parasite,m,Voice of America,www.voanews.com
First arrest made under new drug baby law,m,HLNtv.com,www.hlntv.com
Microsoft Will Continue Selling Windows 7 To Chinese Government,t,Ubergizmo,www.ubergizmo.com
"Google self-driving cars are now less dangerous on roads, thanks to improved  ...",t,Tech Times,www.techtimes.com
Salon Situation for TV's Sorrentino,e,Harrogate Advertiser,www.harrogateadvertiser.co.uk
Drew Barrymore and Adam Sandler's best moments in photos,e,hellomagazine.com,www.hellomagazine.com
McDonald's US sales fall 1.4 per cent in February as chain looks to adapt to  ...,b,GlobalPost,www.globalpost.com
"Independence Day Getaways on the Rise, AAA Projects 40+ Million Travelers",b,LongIsland.com,www.longisland.com
Live Stations of the Cross,e,The Herald Argus,www.heraldargus.com
$2.8-billion contract paves way for NASA's most powerful rocket,t,The Space Reporter,thespacereporter.com
"Lab Animals Stressed Out by Men, Study Finds",m,National Geographic,newswatch.nationalgeographic.com
Jenny McCarthy Claims She Is 'Pro-Vaccine' In Sun-Times Op-Ed,m,Huffington Post,www.huffingtonpost.com
HK stocks rose on impending Shanghai-Hong Kong Stock Connect,b,People's Daily Online,english.peopledaily.com.cn
Lupita Nyong'o Named 'Most Beautiful' By People Magazine | News,e,stupidDOPE,stupiddope.com
Samsung Galaxy Note 8.0 vs iPad Air: Stylus Is Deciding Factor,t,MotoringCrunch,motoringcrunch.com
Google Glass' Latest Gambit: Eye-wear Technology To Sell To The General  ...,t,University Herald,www.universityherald.com
Voorhees poorer but buoyant following SEC fine,b,CoinTelegraph,cointelegraph.com
Stocks Rise on Profits as Yen Climbs; Russian Shares Drop,b,Bloomberg,www.bloomberg.com
"Bye bye net neutrality, hello gridlock",t,La Voz Weekly,www.lavozdeanza.com
Jay-Z to be best man at Kimye's wedding,e,Times of India,timesofindia.indiatimes.com
Google Fit to take on Apple's HealthKit,t,Stuff Magazine,www.stuff.tv
Fifty Shades of Grey Releases First Movie Still: See Jamie Dornan Rev Up as  ...,e,People Magazine,www.people.com
Ellen Disagrees With Lawmakers - - Cautions Liberians Not to Panic Over Ebola  ...,m,AllAfrica.com,allafrica.com
Apple wants $2 billion in Samsung patent suit,t,BusinessTech,businesstech.co.za
Supermoon Full Moon Tonight July 11 2014 Prompts Peak Hour for Buck Moon,t,LALATE,news.lalate.com
ZeniMax sues virtual reality start-up Oculus,t,Sydney Morning Herald,www.smh.com.au
"Oculus Rift pre-orders stopped in China due to ""extreme reseller purchases""",t,PCGamesN,www.pcgamesn.com
Risky Business Ups The Ante On Climate Change,b,Forbes,www.forbes.com
NASA Continues Cooperation with Russian Space Agency,t,RIA Novosti,en.ria.ru
Is Falling Inflation Soon To Be Deflation?,b,Wall Street Journal \(blog\),blogs.wsj.com
Starbucks's new tip option on its app makes it harder for you to be stingy,b,The Week Magazine,theweek.com
Film Clip: 'The Internet's Own Boy',t,Wall Street Journal,live.wsj.com
Iron Man's Son Caught for Suspected Drug Abuse,e,Chinatopix,www.chinatopix.com
Watch! 24: Live Another Day gets new trailer,e,RTE.ie,www.rte.ie
Guest captures video of large fish tank breaking inside Downtown Disney  ...,b,WFTV Orlando,www.wftv.com
VIDEO: Here's Tom Hanks Dancing in a Yarmulke at a Wedding,e,Boonville Daily News,www.boonvilledailynews.com
'Survivor' Contestant Caleb Bankston Killed In Train Accident,e,Entertainment Tonight News,www.etonline.com
Church plans parade to celebrate Easter,e,The Daily Citizen,www.daltondailycitizen.com
US manufacturers have grown more competitive: study,b,Taipei Times,www.taipeitimes.com
Durable goods post surprise gains in April,b,Phoenix Business Journal,www.bizjournals.com
"Seinfeld, No. 14 in Its Debut Season, Would Beat Every Show But One Today",e,TheWrap,www.thewrap.com
Ciara Had a Cute Celeb-Filled Baby Shower!,e,Jezebel,jezebel.com
Sofia Vergara and Joe Manganiello are dating (Report),e,TheCelebrityCafe.com,thecelebritycafe.com
Courtney Love thinks she's found missing the Malaysia Airlines plane,e,UPI.com,www.upi.com
Dancing with the Stars Season 18 Live Stream: Watch Episode 8 Online - Cast  ...,e,BREATHEcast,www.breathecast.com
Justice Ministry Issues Stringent Measures to Curtail Ebola,m,AllAfrica.com,allafrica.com
Climate change responses to shape Asia's future,t,Bradenton Herald,www.bradenton.com
Strahan's 'GMA' side job confirmed,e,KTAR.com,ktar.com
Goddess of Thunder? Marvel's new Thor will be a woman,e,CTV News,www.ctvnews.ca
"North Korea Threatens 'Merciless Response' To James Franco, Seth Rogen Movie",e,CBS Local,sanfrancisco.cbslocal.com
Red carpet prankster shocks America Ferrera by crawling up her dress,e,Daily Digest,dailydigestnews.com
Obama administration warns states that federal highway funds are nearly gone,b,West Central Tribune,www.wctrib.com
The Tesla Roadster Is Going To Get Some Sort Of Upgrade This Year,b,Jalopnik,jalopnik.com
Alzheimer's rates dropping in the US and Germany but rising in poor nations  ...,m,Hamilton Spectator,www.thespec.com
SeaWorld San Diego unveils new high-tech boat to help save marine life,t,10News,www.10news.com
Marchionne and Elkann hail Fiat five-year plan to employees,b,Gazzetta del Sud english,www.gazzettadelsud.it
Lululemon beats lowered forecast,b,The Globe and Mail,www.theglobeandmail.com
Economy adds 209000 jobs in July. Is Wall Street growing frustrated? (+video),b,Christian Science Monitor,www.csmonitor.com
'Giraffe' meteor shower could light up Bay Area skies,t,San Jose Mercury News,www.mercurynews.com
"Ford March Sales Gain 3%, Toyota Gains 5%, Jeep Gains 47%",b,TheStreet.com,www.thestreet.com
Tumblr's New App Has 3.3 Billion Unique Designs,t,Co.Design,www.fastcodesign.com
Will ECB Flip The Playing Field?,b,Investing.com,www.investing.com
Hilary Duff Wrote Cryptic Song about Mike Comrie,e,First Coast News,archive.firstcoastnews.com
Hospital outpatient facilities drive cancer treatment costs higher,m,Healthcare Finance News,www.healthcarefinancenews.com
Kim film an act of war - N Korea,e,Evening Telegraph,www.eveningtelegraph.co.uk
"Warner: Export-Import Bank supports thousands of Va. port jobs, inland companies",b,Greenfield Daily Reporter,www.greenfieldreporter.com
"Britain to be 'overwhelmed by climate change refugees, droughts and deadly  ...",t,Mirror.co.uk,www.mirror.co.uk
'Fake friends' Kim Kardashian and Katie Couric pose together after online feud,e,Examiner.com,www.examiner.com
"LG G Watch in 'Champagne Gold' pictured, will feature always-on display",t,Phandroid.com,phandroid.com
Herbalife Shares Tumble Amid Report of Criminal Probe,b,Wall Street Journal \(blog\),blogs.wsj.com
Amazon: Hachette spat can be fixed with lower ebook pricing,b,GigaOM,gigaom.com
Average gas price in Harrisburg area is 16 cents higher than a year ago,t,Patriot-News,www.pennlive.com
Brick Mansions remakes District B13 with the late Paul Walker and more cartoon  ...,e,A.V. Club Milwaukee,www.avclub.com
Fox Chairman: Batman Prequel 'Gotham' Will Be This Fall's Biggest Show,e,Business Insider,www.businessinsider.com
Hot Buzz: Sarah Jessica Parker returning to TV!,e,USA TODAY,entertainthis.usatoday.com
Google Glass update to bring along Android 4.4 and more,t,Android Community,androidcommunity.com
Dollar for Dollar: Seth McFarlane matches Reading Rainbow to $1 million,e,Examiner.com,www.examiner.com
New study says parents distracted by mobile devices,m,W\*USA 9,www.wusa9.com
Ars Technica: Report: Google to acquire Twitch.tv for more than $1 billion,t,NewsFactor Network,www.newsfactor.com
Facebook back up after suffering 10 minute global outage,t,Firstpost,tech.firstpost.com
Michael Jace pleads not guilty in wife's murder,e,The Grio,thegrio.com
Microsoft launches Office for iPad,t,HumanIPO,www.humanipo.com
"Stocks Rise on Earnings Optimism as Citigroup, Netflix Jump",b,Moneynews,www.moneynews.com
AbbVie raises offer for drugmaker Shire,b,MSN NZ News,money.msn.co.nz
Australia reaches FTA with Japan,b,Fresh Fruit Portal,www.freshfruitportal.com
Apple to recycle all its products as it pledges to be greener,t,Energy and Environmental Management \(EAEM\) Magazine,www.eaem.co.uk
Realistic Concept for a 4.7-Inch iPhone Air [Video],t,iClarified,www.iclarified.com
Ebola Death Toll Passes 600 in West Africa,m,Tasnim News Agency,www.tasnimnews.com
Jimmy Kimmel aims to top Ellen DeGeneres with Clinton family tweet,e,Sydney Morning Herald,www.smh.com.au
China industrial production and retail sales reveal further weakness,b,IFA Magazine,www.ifamagazine.com
"Tony Nominations: ""Gentleman's Guide"" Leads the Way, But Stars Fail to Shine",e,NBC New York \(blog\),www.nbcnewyork.com
"Australia, Japan in historic trade deal",b,The West Australian,au.news.yahoo.com
Madonna Shows Off Hairy Armpits,e,Indiatimes.com,www.indiatimes.com
Tax Day: Who pays the most?,b,Bradenton Herald,www.bradenton.com
Sherri Shepherd And Jenny McCarthy Breaks Their Silence On 'The View',e,Dos Lives,doslives.com
Apple Wants Court to Force Samsung to Stop Copying Patents,t,Corvus Business Newswire,www.corvuswire.com
"Facebook to spread web with solar-powered drones, lasers",t,The Australian Financial Review,www.afr.com
Under 25000 credit cards compromised in Sally Beauty data breach,b,WREX-TV,www.wrex.com
Hope for vegetative patients,m,Oman Daily Observer,main.omanobserver.om
"Apple reports strong iPhone sales, but iPad numbers are down",t,NDTV,gadgets.ndtv.com
Paris Is Offering Free Public Transit Because The Air Pollution Is So Bad,t,Design \& Trend,www.designntrend.com
"Kelly Osbourne shaves and tattoos head, posts photos on Instagram",e,TheCelebrityCafe.com,thecelebritycafe.com
Did Pink Floyd just casually announce their new album?,e,THV 11,www.thv11.com
Meet Anthony Noto: Twitter's New CFO,b,Wall Street Journal \(blog\),blogs.wsj.com
UPDATE 1-Turkish assets fall as Twitter ban raises political tension,b,Reuters,in.reuters.com
Karma Bites: Road Rage Backfires for Driver,t,fox8.com,fox8.com
"Stocks, bonds edge up after Draghi, data eyed",b,Business Recorder,www.brecorder.com
Amazon releases new Fire smartphone,b,Yahoo\!7 News,au.news.yahoo.com
It's official: Nokia's phone business will become Microsoft's on April 25,t,PCWorld \(blog\),www.pcworld.com
AOL.com Article - Have a rash? Your iPad and other devices may be to blame,m,AOL News \(blog\),www.aol.com
Detroit Fire Academy takes the ALS Ice Bucket Challenge,e,WXYZ,www.wxyz.com
Struggling factories add to expectation of Chinese stimulus,b,BDlive,www.bdlive.co.za
Samsung Galaxy S5 costs around $256 to build,t,Morning Ledger,www.morningledger.com
Five things American Apparel's Dov Charney didn't get fired for,b,Quartz,qz.com
"iOS 8 appears open to jailbreaking, but...",t,CNET,www.cnet.com
Microsoft to reinvent productivity to empower people: Nadella,t,Zee News,zeenews.india.com
IL Attorney General Targets Student Loan Scams,b,WSIU,news.wsiu.org
Minneapolis Fed chief criticizes latest policy statement,b,Pioneer Press,www.twincities.com
Leaked images suggest Apple iPhone 6 could be much thinner,t,MSN UK,tech.uk.msn.com
"Sony's VR Project Morpheus headset makes its debut, and it looks amazing",t,Stuff.tv,www.stuff.tv
Nokia-Microsoft deal to be completed this Friday,t,The Hindu,www.thehindu.com
iWatch release date nears as Apple hires VP of Tag Heuer sales and marketing,t,The Next Digit,thenextdigit.com
"Apple adds new entry-level iMac to product range, prices start at £899",t,Digital Spy UK,www.digitalspy.co.uk
Alibaba rival JD.com to be valued at up to $24.6 bln in IPO,b,Reuters UK,uk.reuters.com
Doctor dies of Ebola after treating dozens of infected patients; toll rises to 670,m,WallStreet OTC,www.wallstreetotc.com
Rolling Stones postpone Australian and New Zealand tour,e,Channel 24,www.channel24.co.za
Report: ASUS' Android Wear Smartwatch to Be Priced from $99 to $149,t,DailyTech,www.dailytech.com
"Rihanna dresses as a human vajazzle, and gets her nipples out at the CFDA  ...",e,Sugarscape,www.sugarscape.com
Biggest Dinosaur That Ever Lived Discovered In Argentina,t,Headlines \& Global News,www.hngn.com
Game of Thrones Season 4 Episode 2 Review: With Ray Winstone & Cast  ...,e,Total Film,www.totalfilm.com
Samsung has to pay Apple again according to a Federal Jury,t,Bitbag,www.thebitbag.com
Ex-Baywatch star Pamela Anderson files for divorce,e,The Malay Mail Online,www.themalaymailonline.com
"Apple, IBM unveil plan for iPhone, iPad 'big data'",t,Channel News Asia,www.channelnewsasia.com
Justin Bieber 'to make plea deal over DUI case',e,Digital Spy,www.digitalspy.com
"Study to track disease-carrying ticks moving into Adirondacks, give early warning  ...",m,The Tribune,www.tribtown.com
"Mad Men Review: ""A Day's Work""",e,Paste Magazine,www.pastemagazine.com
"Jay Z & Beyonce Perform “'03 Bonnie & Clyde”, “Upgrade U” + More On “On The  ...",e,AllHipHop,allhiphop.com
"Miley Cyrus Burglarized Again: Thieves Take New Maserati, Jewelry",e,Us Magazine,www.usmagazine.com
Microsoft Corporation (NASDAQ:MSFT): Too Soon To Write It Off,t,BasicsMedia,basicsmedia.com
Google Doodle: TEN facts you never knew about the Rubik's Cube,t,Metro,metro.co.uk
Chris Pine Drunken Driving: 'Star Trek' Actor Pleads Guilty To DUI Charges In  ...,e,Huffington Post,www.huffingtonpost.com
Could Ebola come to the United States?,m,KSPR,www.kspr.com
Girl mauled by raccoon as a baby will have a right ear made of her ribs,m,Daily Mail,www.dailymail.co.uk
get a wedding dress like Jessica Simpson's,e,USA TODAY,entertainthis.usatoday.com
Chris Evans Welcomes Maude to the Gun Show,e,The Hot Hits,www.thehothits.com
Climate Change Causes Serious Threat to World Health,t,SavingAdvice.com,www.savingadvice.com
Space station astronaut marks World Cup with zero-g bicycle kicks,t,Christian Science Monitor,www.csmonitor.com
"Jenny McCarthy and Donnie Wahlberg are engaged, model announces on The  ...",e,National Post,arts.nationalpost.com
Fed Prompts Rise in Mortgage Rates,b,DailyFinance,www.dailyfinance.com
Google goes to war against zero-days,t,Help Net Security,www.net-security.org
Report: Google Preparing to Launch new Android TV Set-top-box Interface,t,AusGamers,www.ausgamers.com
"PepsiCo quarterly profit beats expectations on stronger snack sales, cost cuts",b,Newser,www.newser.com
Best viewing time for Tax Day's 'Blood Moon' over NH: 3:08 am Tuesday,t,NewHampshire.com,www.newhampshire.com
Adam Levine May Be The Next Coach To Leave The Voice,e,WebProNews,www.webpronews.com
It's PMI-day in the euro area – Danske Bank,b,FXstreet.com,www.fxstreet.com
Study: Cervical cancer rates higher in older women than previously thought,m,News-Medical.net,www.news-medical.net
Sales of new homes fall to five-month low,b,MarketWatch,www.marketwatch.com
Christians observe Good Friday around the world,e,MassLive.com,www.masslive.com
Broadway lights to dim in honour of Eli Wallach,e,BlackburnNews.com,blackburnnews.com
Dov Charney's flamboyance masked a failing business,b,MarketWatch,www.marketwatch.com
Bitcoin-stealing malware hidden in Mt. Gox data dump,b,InfoWorld,www.infoworld.com
"Justin Bieber acts smug, insolent in lawyer deposition",e,New York Daily News,www.nydailynews.com
RPT-Fitch Affirms UkrLandFarming at 'CCC',b,Reuters,in.reuters.com
iOS 7.1.1 available now with TouchID improvements and security updates,t,Mind Of The Geek,mindofthegeek.com
Ground beef recalled for E. coli linked to 11 illnesses,m,Agri-Pulse,www.agri-pulse.com
The article requested cannot be found! Please refresh your browser or go back  ...,e,Wellington Daily News,www.wellingtondailynews.com
"Nissan profit beats estimates on gains in China, US",b,The Japan Times,www.japantimes.co.jp
"Mt. Gox CEO's blog hacked, database leak claims there should be a 951k Bitcoin  ...",b,Engadget,www.engadget.com
Researchers develop blood test that can predict dementia (Ellysa Gonzalez Blog),m,LubbockOnline.com \(blog\),lubbockonline.com
'How I Met Your Mother's' Cobie Smulders talks surprising series finale: 'They  ...,e,New York Daily News,www.nydailynews.com
BREAKING: Doctor Strange Director Found!,e,moviepilot.com,moviepilot.com
Bigfoot hair samples mostly from bears and wolves,t,Hurriyet Daily News,www.hurriyetdailynews.com
Dementia's tragic toll: 50000 quit jobs to care for sufferers as cost to business in  ...,m,Daily Mail,www.dailymail.co.uk
Serious Internet Explorer bug leaves half of all browsers open to hack,t,WRCB-TV,www.wrcbtv.com
Twitter Rolls Out Real-Time Web Notifications,t,PC Magazine,www.pcmag.com
'Guardians' fails at funny (w/video),e,Santa Rosa Press Democrat,www.pressdemocrat.com
N. Korea says Kim assassination comedy an 'act of terror',e,Himalayan Times,www.thehimalayantimes.com
"Michael Lewis on new book ""Flash Boys""",b,KING5.com,www.king5.com
"Toddler hit by car in Charles County, Md.",b,abc27,www.abc27.com
Heartbleed alert: Health care site users told to change passwords,t,Moscow-Pullman Daily News,dnews.com
Who Shot Ray Benzino? Reality Star Raymond Scott Shot by Nephew Gai Scott,e,American Live Wire,americanlivewire.com
"EUR/JPY Fundamental Analysis April 8, 2014 Forecast",b,FX Empire,www.fxempire.com
Pagan celebration,e,Mount Pleasant Daily Tribune,www.dailytribune.net
"RPT-BOJ keeps policy on hold, maintains upbeat view on outlook",b,Reuters,in.reuters.com
DDoS Attacks Over 100Gbps Blitz Firms in 2014,t,Infosecurity Magazine,www.infosecurity-magazine.com
Walmart slashes iPhone 5s and 5c prices,t,TheCelebrityCafe.com,thecelebritycafe.com
Thousands of flights cancelled amid huge strike by Lufthansa pilots,b,euronews,www.euronews.com
Late slide erases early gain in US stocks,b,Dubuque Telegraph Herald,www.thonline.com
Wharton expert: New FCC open-Internet rules won't touch Comcast — for now,t,Newsworks.org \(blog\),www.newsworks.org
Aaron Paul Xbox One Ad Accidentally Activating Consoles,t,PC Magazine,www.pcmag.com
Microsoft announces Windows 8.1 with Bing for lower cost devices,t,Windows Phone Central,www.wpcentral.com
Barclays to cut 14000 investment jobs,b,TheChronicleHerald.ca,thechronicleherald.ca
Obamacare website flagged in Heartbleed review,t,Mohave Valley News,www.mohavedailynews.com
US stocks edge lower at midday; Dreamworks sinks,e,Live 5 News,www.live5news.com
“Game of Thrones” and the too-easy symbolism of TV rape scenes,e,Salon,www.salon.com
Car sales fall for second year on low demand,b,Business Today,businesstoday.intoday.in
Apple TV: The Little Hobby That Wouldn't Die,t,Mashable,mashable.com
"Chia Powder Linked to Salmonella Illness, CDC Says",m,Canada News,canadajournal.net
"UK: Dixons Profits Up Ahead Of Merger, Boosted By Strong Online Sales",b,Namnews,www.kamcity.com
Lost treasure of Atari REVEALED,t,Register,www.theregister.co.uk
Miley Cyrus Hospitalised And Cancels Gig After Suffering 'Severe Allergic  ...,e,Huffington Post UK,www.huffingtonpost.co.uk
"Pandora increases monthly subscription fees to $5, kills annual subscriptions  ...",t,Mobile \& Apps,www.mobilenapps.com
"Justin Bieber Charged In Egging Of Neighbor's Home, Will He Be Found Guilty  ...",e,Fashion \& Style,www.fashionnstyle.com
Controversial American Apparel CEO fired: Founder who faced NINE sexual  ...,b,Daily Mail,www.dailymail.co.uk
"Nest now works with Mercedes, Jawbone, Whirlpool and more",t,Computerworld,www.computerworld.com
LADEE and Its End to a Wonderful Journey,t,YottaFire,yottafire.com
Angelina Jolie channels Maleficent in black rubber dress,e,handbag.com,www.handbag.com
Holy Crap! This Is Epic! You'll Never Need Another Cooler Again!,t,PerezHilton.com,perezhilton.com
Study links well drilling to quakes in Oklahoma,b,Press Herald,www.pressherald.com
Greenpeace activists jump aboard 2 drill rigs in Arctic protest,b,Washington Times,www.washingtontimes.com
"Sherri Shepherd, Jenny McCarthy out at 'The View'",e,WFAA,www.wfaa.com
The Colbert Report To Reveal New Marvel Comic,e,IGN,www.ign.com
U of California bans employees from using Uber because it's too dangerous,b,Campus Reform,www.campusreform.org
Scientists Spot A Planet That Looks Like 'Earth's Cousin',t,Ktoo,www.ktoo.org
TUNE-IN: SEASON FOUR FINALE OF AMC'S “THE WALKING DEAD  ...,e,Action Figure Insider,www.actionfigureinsider.com
"T-Mobile to offer Samsung Galaxy S5 for $0 down, pre-orders begin Monday",t,TechSpot,www.techspot.com
KISS: Hall of Fame induction 'vindication' for fans,e,Today.com,www.today.com
AMD reveals K12: New ARM and x86 cores are coming,t,"The Tech Report, LLC",techreport.com
Frieze Projects Curator Cecilia Alemani on the Upswing of Art Fairs,e,Style.com,www.style.com
Former Ford CEO Alan Mulally almost axed Lincoln last year - report,b,WorldCarFans.com,www.worldcarfans.com
Has T-Mobile overcharged you? Check it now,t,The Next Digit,thenextdigit.com
Turn back time with Google Maps,t,NEWS.com.au,www.news.com.au
Ellen DeGeneres Is Launching a Lifestyle Brand,e,Elle,www.elle.com
"E-Cigarettes Target Youth, According to Democrats' Report",m,Newsmax.com,www.newsmax.com
Samsung Uses Google In Apple Patent Trial,t,Geeky gadgets,www.geeky-gadgets.com
Director Frank Darabont Takes On Chris Hemsworth's The Huntsman,e,Big Gay Picture Show,www.biggaypictureshow.com
"Jay Z, Eric Garcetti planning downtown Los Angeles music festival for Labor Day  ...",e,Pasadena Star-News,www.pasadenastarnews.com
"UK's CBI says ""vital"" Pfizer makes long-term UK research promise",b,Reuters,in.reuters.com
Marvel Comics' Captain America Will Now Be A Black Man,e,Chicago Defender,chicagodefender.com
Woman in coma after brain tumor gives birth,m,KVVU Las Vegas,www.fox5vegas.com
Aggressive Comcast customer service call,t,myfoxny.com,www.myfoxny.com
24's Christina Chong Joins Cast of 'Star Wars: Episode VII',e,Just Jared,www.justjared.com
"Clouds over emerging markets, Ukraine, crimp growth",b,GlobalPost,www.globalpost.com
Devs Shower Praise on Kindle Fire as Appstore Grows 300% Over Past Year,t,The News Ledge,www.newsledge.com
"GM Recalls More Than 400000 Trucks, SUVs on Transfer Case Control",t,TruckTrend Magazine,www.trucktrend.com
The First Look At The Full Costume From The CW's 'The Flash',e,Uproxx,www.uproxx.com
'Idol': Caleb Johnson Nails Adele's “Skyfall”,e,Idolator\: All About The Music,www.idolator.com
Jupiter's Great Red Spot is Smaller Than Ever Measured,t,Jet Propulsion Laboratory,www.jpl.nasa.gov
"Beyonce breaks silence on Jay Z, Solange`s fight",e,PlanetRadiocity,www.planetradiocity.com
Valerie Harper not 'absolutely cancer free',e,amNY,www.amny.com
'Big Metallica fan' Jake Bugg says he is 'gutted' to miss band's Glastonbury set,e,NME.com,www.nme.com
WHO imposes travel curbs on polio-endemic Pakistan,m,Malaysia Sun,www.malaysiasun.com
White House denies NSA-'Heartbleed' link,t,Politico,www.politico.com
Flight MH370: Bad weather again hampers plane search,b,International News Network,www.onlinenews.com.pk
US employers posted more open jobs in January,b,KSDK,www.ksdk.com
Kate Middleton and comedian John Bishop to visit school which helps families  ...,e,Mirror.co.uk,www.mirror.co.uk
OnePlus One 64GB Sandstone Black availability pushed ahead to late May,t,Phandroid.com,phandroid.com
Rihanna bares all in sheer Swarovski gown at the 2014 CFDA Fashion Awards,e,Express.co.uk,www.express.co.uk
Guest Oped: La.'s Obamacare future bleak,b,The Advocate,theadvocate.com
Kate Winslet reveals her reaction to earthquake that hit LA,e,Daily Mail,www.dailymail.co.uk
"In Britain, Apple's iPhones take Top Spots for May with Samsung's Galaxy S5 a  ...",t,Patently Apple,www.patentlyapple.com
iPhone-Connected Vessyl Smart Cup Tracks Drinking Habits,t,Mac Rumors,www.macrumors.com
id Software Sues Oculus VR As Well,t,Ubergizmo,www.ubergizmo.com
Mizkan Group buys Unilever pasta sauces for £1.3bn,b,FoodManufacture.co.uk,www.foodmanufacture.co.uk
"Twitter adds mute button, allows you to hide others' tweets without unfollowing  ...",t,The Post-Standard,www.syracuse.com
Geithner's 'Stress Test': Memorial Day Beach Reading?,b,Forbes,www.forbes.com
Airliner nearly collided with drone,b,HeraldNet,www.heraldnet.com
Game Of Thrones sees Danaerys takes on another slave city,e,Daily Mail,www.dailymail.co.uk
"Movie review: 'Cesar Chavez' captures the myth, not the man",e,Salt Lake Tribune,www.sltrib.com
Deutsche Bank posts 29% drop in Q2 net profit,b,PanARMENIAN.Net,www.panarmenian.net
Mr. Titanosaur: Scientists Discover New Giant Dinosaur,t,fox8.com,fox8.com
"Mila Kunis: ""Men, Stop Saying You're Pregnant""",e,The Frisky,www.thefrisky.com
TV Baftas 2014: Red carpet arrivals from Jamie Dornan and Aaron Paul to Olivia  ...,e,The Independent,www.independent.co.uk
AmEx Profit Rises 12% as Customer Spending Increases,b,Bloomberg,www.bloomberg.com
Fast and Furious 7: Paul Walker body doubles considered to finish film,e,moviepilot.com,moviepilot.com
First Nighter: Daniel Radcliffe Shines in Martin McDonagh's,e,Huffington Post,www.huffingtonpost.com
Increased Risk Of Developing Lung Cancer After Radiotherapy For Breast Cancer,m,RedOrbit,www.redorbit.com
WHO believes Ebola will affect 20000 people in West Africa,m,TheHealthSite,www.thehealthsite.com
'X-Men: Days Of Future Past' Post-Credits Scene Explained,e,MTV.com,www.mtv.com
Microsoft bets on Surface Pro 3 as laptop replacement,t,Business Mirror,businessmirror.com.ph
Noel Wells & John Milhiser Not Returning to 'Saturday Night Live',e,Just Jared,www.justjared.com
Marketwired to Halt Direct Feed to High-Speed Traders -- Update,b,NASDAQ,www.nasdaq.com
Overstated mileage for revamped Sonata: Hyundai,t,NDTV,profit.ndtv.com
"Apple en route to acquire Beats Electronics for $3.2 billion, sources say",t,Vancouver Sun,www.vancouversun.com
Rob Kardashian misses Kim and Kanye's wedding because of weight?,e,Entertainment.ie,entertainment.ie
Super confused by the super moon?: The science of the super moon,t,The Space Reporter,thespacereporter.com
What does the 'chicken from hell' look like? See photos of new dinosaur species,t,The Huntsville Times - al.com \(blog\),blog.al.com
Why Pinnacle Foods (PF) Stock Soared to a One-Year High Today,b,TheStreet.com,www.thestreet.com
Gwen Stefani will replace Christina Aguilera in 7th season of 'The Voice',e,Business Standard,www.business-standard.com
